coo: 51.922896_4.463173;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2019-04-04;--;--;--;--;--;--;--;--;--;--;--;--;6.67;89.43;15.87;101.43;24.68;114.30;32.57;128.77;38.88;145.48;42.81;164.57;43.67;185.08;41.27;205.11;36.09;223.09;28.93;238.66;20.54;252.27;11.50;264.65;2.27;276.48;--;--;--;--;--;--;--;--;--;--;
2019-04-05;--;--;--;--;--;--;--;--;--;--;--;--;7.01;89.24;16.22;101.24;25.03;114.13;32.94;128.63;39.27;145.39;43.20;164.58;44.04;185.21;41.62;205.33;36.40;223.37;29.21;238.96;20.80;252.57;11.75;264.95;2.53;276.78;--;--;--;--;--;--;--;--;--;--;
2019-04-06;--;--;--;--;--;--;--;--;--;--;--;--;7.35;89.06;16.56;101.06;25.39;113.96;33.31;128.48;39.65;145.31;43.59;164.59;44.42;185.34;41.96;205.56;36.72;223.65;29.50;239.26;21.06;252.88;12.01;265.24;2.78;277.06;--;--;--;--;--;--;--;--;--;--;
2019-04-07;--;--;--;--;--;--;--;--;--;--;--;--;7.69;88.88;16.91;100.88;25.74;113.78;33.67;128.33;40.02;145.22;43.97;164.60;44.79;185.47;42.31;205.79;37.03;223.93;29.78;239.56;21.32;253.18;12.26;265.54;3.04;277.35;--;--;--;--;--;--;--;--;--;--;
2019-04-08;--;--;--;--;--;--;--;--;--;--;--;--;8.03;88.70;17.25;100.70;26.09;113.61;34.03;128.19;40.40;145.13;44.35;164.61;45.16;185.60;42.65;206.02;37.33;224.21;30.06;239.86;21.58;253.48;12.51;265.83;3.29;277.64;--;--;--;--;--;--;--;--;--;--;
2019-04-09;--;--;--;--;--;--;--;--;--;--;-0.81;76.77;8.36;88.52;17.58;100.52;26.43;113.43;34.39;128.04;40.77;145.04;44.73;164.62;45.53;185.73;42.99;206.24;37.64;224.50;30.33;240.15;21.84;253.77;12.76;266.12;3.54;277.92;--;--;--;--;--;--;--;--;--;--;
2019-04-10;--;--;--;--;--;--;--;--;--;--;-0.47;76.60;8.70;88.34;17.92;100.33;26.77;113.26;34.75;127.89;41.14;144.94;45.11;164.62;45.89;185.86;43.33;206.47;37.94;224.78;30.61;240.45;22.10;254.07;13.01;266.41;3.79;278.20;--;--;--;--;--;--;--;--;--;--;
2019-04-11;--;--;--;--;--;--;--;--;--;--;-0.14;76.43;9.03;88.16;18.25;100.15;27.11;113.08;35.10;127.74;41.51;144.85;45.48;164.63;46.26;185.98;43.66;206.70;38.25;225.06;30.88;240.75;22.35;254.37;13.26;266.70;4.04;278.48;--;--;--;--;--;--;--;--;--;--;
2019-04-12;--;--;--;--;--;--;--;--;--;--;0.19;76.26;9.35;87.98;18.58;99.97;27.45;112.91;35.45;127.58;41.88;144.75;45.85;164.63;46.62;186.11;43.99;206.93;38.55;225.34;31.15;241.05;22.61;254.66;13.50;266.99;4.29;278.76;--;--;--;--;--;--;--;--;--;--;
2019-04-13;--;--;--;--;--;--;--;--;--;--;0.52;76.09;9.68;87.80;18.91;99.78;27.79;112.73;35.80;127.43;42.24;144.66;46.22;164.64;46.98;186.24;44.33;207.16;38.84;225.62;31.42;241.34;22.86;254.95;13.75;267.27;4.54;279.03;--;--;--;--;--;--;--;--;--;--;
2019-04-14;--;--;--;--;--;--;--;--;--;--;0.85;75.92;10.00;87.62;19.23;99.60;28.12;112.55;36.14;127.27;42.60;144.56;46.59;164.64;47.33;186.37;44.65;207.39;39.14;225.90;31.69;241.63;23.11;255.24;13.99;267.55;4.78;279.30;--;--;--;--;--;--;--;--;--;--;
2019-04-15;--;--;--;--;--;--;--;--;--;--;1.17;75.75;10.32;87.44;19.55;99.42;28.45;112.37;36.49;127.12;42.95;144.46;46.96;164.64;47.69;186.49;44.98;207.61;39.43;226.18;31.96;241.92;23.36;255.53;14.23;267.83;5.03;279.57;--;--;--;--;--;--;--;--;--;--;
2019-04-16;--;--;--;--;--;--;--;--;--;--;1.49;75.58;10.63;87.26;19.87;99.23;28.77;112.19;36.82;126.96;43.31;144.36;47.32;164.64;48.04;186.62;45.30;207.84;39.72;226.45;32.22;242.21;23.61;255.82;14.47;268.11;5.27;279.84;--;--;--;--;--;--;--;--;--;--;
2019-04-17;--;--;--;--;--;--;--;--;--;--;1.81;75.41;10.95;87.08;20.18;99.05;29.09;112.01;37.16;126.80;43.66;144.25;47.67;164.63;48.39;186.74;45.62;208.07;40.01;226.73;32.48;242.50;23.85;256.10;14.71;268.38;5.51;280.10;--;--;--;--;--;--;--;--;--;--;
2019-04-18;--;--;--;--;--;--;--;--;--;--;2.12;75.24;11.26;86.90;20.49;98.86;29.41;111.83;37.49;126.64;44.00;144.14;48.03;164.63;48.73;186.87;45.94;208.29;40.30;227.00;32.74;242.79;24.10;256.38;14.95;268.65;5.75;280.37;--;--;--;--;--;--;--;--;--;--;
2019-04-19;--;--;--;--;--;--;--;--;--;--;2.43;75.08;11.56;86.72;20.80;98.68;29.73;111.64;37.82;126.48;44.35;144.04;48.38;164.62;49.08;186.99;46.26;208.52;40.58;227.28;33.00;243.07;24.34;256.66;15.19;268.92;5.99;280.62;--;--;--;--;--;--;--;--;--;--;
2019-04-20;--;--;--;--;--;--;--;--;--;--;2.74;74.91;11.86;86.54;21.10;98.49;30.04;111.46;38.14;126.31;44.69;143.93;48.73;164.61;49.41;187.11;46.57;208.74;40.86;227.55;33.26;243.36;24.58;256.94;15.42;269.19;6.23;280.88;--;--;--;--;--;--;--;--;--;--;
2019-04-21;--;--;--;--;--;--;--;--;--;--;3.04;74.74;12.16;86.36;21.40;98.30;30.34;111.28;38.46;126.15;45.02;143.81;49.07;164.60;49.75;187.23;46.88;208.96;41.14;227.82;33.51;243.64;24.82;257.21;15.65;269.45;6.47;281.13;--;--;--;--;--;--;--;--;--;--;
2019-04-22;--;--;--;--;--;--;--;--;--;--;3.34;74.57;12.46;86.19;21.70;98.12;30.65;111.09;38.78;125.98;45.35;143.70;49.42;164.59;50.08;187.35;47.19;209.18;41.41;228.08;33.76;243.91;25.05;257.48;15.88;269.71;6.70;281.38;--;--;--;--;--;--;--;--;--;--;
2019-04-23;--;--;--;--;--;--;--;--;--;--;3.63;74.41;12.75;86.01;21.99;97.93;30.94;110.90;39.09;125.81;45.68;143.58;49.75;164.57;50.41;187.46;47.49;209.40;41.69;228.35;34.01;244.19;25.29;257.75;16.11;269.97;6.94;281.62;--;--;--;--;--;--;--;--;--;--;
2019-04-24;--;--;--;--;--;--;--;--;--;--;3.92;74.24;13.03;85.83;22.27;97.75;31.24;110.72;39.40;125.64;46.01;143.46;50.09;164.56;50.74;187.58;47.79;209.62;41.96;228.61;34.26;244.46;25.52;258.02;16.34;270.22;7.17;281.86;--;--;--;--;--;--;--;--;--;--;
2019-04-25;--;--;--;--;--;--;--;--;--;--;4.21;74.07;13.31;85.65;22.56;97.56;31.53;110.53;39.70;125.47;46.33;143.34;50.42;164.54;51.06;187.69;48.09;209.83;42.23;228.87;34.50;244.73;25.75;258.28;16.57;270.47;7.40;282.10;--;--;--;--;--;--;--;--;--;--;
2019-04-26;--;--;--;--;--;--;--;--;--;--;4.49;73.91;13.59;85.47;22.84;97.37;31.81;110.34;40.00;125.30;46.64;143.22;50.74;164.51;51.38;187.80;48.38;210.04;42.49;229.13;34.74;245.00;25.98;258.54;16.79;270.72;7.63;282.33;--;--;--;--;--;--;--;--;--;--;
2019-04-27;--;--;--;--;--;--;--;--;--;--;4.77;73.74;13.87;85.29;23.11;97.19;32.10;110.16;40.29;125.12;46.95;143.09;51.07;164.49;51.70;187.90;48.67;210.25;42.75;229.39;34.98;245.26;26.20;258.79;17.02;270.96;7.85;282.56;--;--;--;--;--;--;--;--;--;--;
